,Data,ClienteID,FuncionarioID,ValorFrete,CupomID,EmpresaFrete,DataEntrega,Cliente,Cidade,Pais,Regiao,CEP,Extensao,NomeFuncionario,Genero,DataAdmissao,Escritorio,Supervisor,Cargo,SalarioAnual,MetaVendas,ProdutoID,Quantidade,Valor,Desconto,Custo,ValorLiquido,CategoriaID,Produto,FornecedorID,Categoria,Departamento,Descricao,Fornecedor,FornecedorPais,diaVenda,mesVenda,anoVenda,diaSemanaVenda,prazoEntrega,totalProduto,estacao
570,2017-08-05,37,3,"75,08",11063,One Liners,2017-08-15,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,40,40,"878,24","79,84","704,1888","174,0512",8,Duck Trousers,19,Babywear,Clothing,0-3 Years,Mayflower,USA,5,8,2017,Saturday,10,"6882,208",inverno
571,2017-08-05,37,3,"75,08",11063,One Liners,2017-08-15,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,41,30,"317,46","28,86","254,5452","62,9148",8,Duck Shirt,19,Babywear,Clothing,0-3 Years,Mayflower,USA,5,8,2017,Saturday,10,"1858,584",inverno
572,2017-08-05,37,3,"75,08",11063,One Liners,2017-08-15,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,34,30,"241,8","0,0","213,2676","28,5324",4,Baywatch Bikkini,16,Bath Clothes,Clothing,Beachwear,Smooth Clothes,USA,5,8,2017,Saturday,10,"855,972",inverno
573,2017-07-21,37,3,"75,77",10355,One Liners,2017-08-03,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,24,25,"116,5","0,0","100,656","15,844",1,Samba Socker  Socks,10,Mens Clothes,Clothing,Fashion for Men,Samba,Brazil,21,7,2017,Friday,13,"396,09999999999997",inverno
574,2017-07-21,37,3,"75,77",10355,One Liners,2017-08-03,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,57,25,"442,5","0,0","382,32","60,18",5,Burned Rubber Shoes,26,Womens Footwear,Shoes,Ladies Shoes,Pirilli Company,Italy,21,7,2017,Friday,13,"1504,5",inverno
575,2016-07-28,37,3,"76,68",10312,One Liners,2016-08-07,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,75,10,"76,3","0,0","65,9232","10,3768",1,Bow tie,12,Mens Clothes,Clothing,Fashion for Men,Austerlich,Germany,28,7,2016,Thursday,10,"103,768",inverno
576,2016-07-28,37,3,"76,68",10312,One Liners,2016-08-07,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,43,24,"314,64","0,0","271,849","42,791",4,Summer Shorts,20,Bath Clothes,Clothing,Beachwear,Asin Fashion Ltd Co,Singapore,28,7,2016,Thursday,10,"1026,984",inverno
577,2016-07-28,37,3,"76,68",10312,One Liners,2016-08-07,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,28,4,"196,68","0,0","179,4667","17,2133",7,RDL Suit,12,Childrens wear,Clothing,3-15 Years,Austerlich,Germany,28,7,2016,Thursday,10,"68,8532",inverno
578,2016-07-28,37,3,"76,68",10312,One Liners,2016-08-07,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,53,20,"1264,6","0,0","1092,6144","171,9856",2,Jumpin Jack Flash Dress,24,Womens wear,Clothing,Fashion for Women,Cangaroo Shoes,Australia,28,7,2016,Thursday,10,"3439,712",inverno
579,2017-09-09,37,3,"77,16",11000,One Liners,2017-09-21,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,24,30,"162,75","32,55","114,8364","47,9136",1,Samba Socker  Socks,10,Mens Clothes,Clothing,Fashion for Men,Samba,Brazil,9,9,2017,Saturday,12,"1404,8580000000002",inverno
580,2017-09-09,37,3,"77,16",11000,One Liners,2017-09-21,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,77,30,"372,6","0,0","328,6332","43,9668",2,Skirt,12,Womens wear,Clothing,Fashion for Women,Austerlich,Germany,9,9,2017,Saturday,12,"1319,004",inverno
581,2017-09-09,37,3,"77,16",11000,One Liners,2017-09-21,Boleros,Cork,Ireland,Europe,12580.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,4,25,"637,19","127,4375","449,5995","187,588",2,Oyaki Kimono,2,Womens wear,Clothing,Fashion for Women,Big L,USA,9,9,2017,Saturday,12,"4562,2625",inverno
582,2016-09-15,89,3,"25,96",10740,One Liners,2016-09-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,35,35,"252,0","42,0","170,1","81,9",4,LA. Shorts,16,Bath Clothes,Clothing,Beachwear,Smooth Clothes,USA,15,9,2016,Thursday,1,"2824,5",inverno
583,2016-09-15,89,3,"25,96",10740,One Liners,2016-09-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,45,40,"447,84","74,64","302,292","145,548",6,Danske Treshoe,21,Mens Footwear,Shoes,Men Shoes,Prael Ltd,Denmark,15,9,2016,Thursday,1,"5747,28",inverno
584,2016-09-15,89,3,"25,96",10740,One Liners,2016-09-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,56,14,"665,95","110,992","449,5176","216,4344",5,High Heels Shoes,26,Womens Footwear,Shoes,Ladies Shoes,Pirilli Company,Italy,15,9,2016,Thursday,1,"2919,0896",inverno
585,2016-09-15,89,3,"25,96",10740,One Liners,2016-09-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,28,5,"252,66","42,11","170,5455","82,1145",7,RDL Suit,12,Childrens wear,Clothing,3-15 Years,Austerlich,Germany,15,9,2016,Thursday,1,"368,46250000000003",inverno
586,2017-01-10,89,3,"40,47",10696,One Liners,2017-01-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,46,18,"216,36","0,0","175,2516","41,1084",8,Rodbye Troje,21,Babywear,Clothing,0-3 Years,Prael Ltd,Denmark,10,1,2017,Tuesday,3,"739,9512000000001",verão
587,2017-01-10,89,3,"40,47",10696,One Liners,2017-01-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,17,20,"509,6","0,0","412,776","96,824",6,TieBreak Tennis shoes,7,Mens Footwear,Shoes,Men Shoes,New Balls,Australia,10,1,2017,Tuesday,3,"1936,48",verão
588,2017-09-05,89,3,"44,72",10861,One Liners,2017-09-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,21,40,"367,6","0,0","324,2232","43,3768",3,Basket Shoes,8,Sportwear,Clothing,Clothing for Active Adults,Hot Pants,UK,5,9,2017,Tuesday,8,"1735,0720000000001",inverno
589,2017-09-05,89,3,"44,72",10861,One Liners,2017-09-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,17,42,"1066,38","0,0","940,5472","125,8328",6,TieBreak Tennis shoes,7,Mens Footwear,Shoes,Men Shoes,New Balls,Australia,5,9,2017,Tuesday,8,"5284,9776",inverno
590,2017-09-05,89,3,"44,72",10861,One Liners,2017-09-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,62,3,"88,05","0,0","77,6601","10,3899",3,Sheat Shoes,29,Sportwear,Clothing,Clothing for Active Adults,Fast Runners,Canada,5,9,2017,Tuesday,8,"31,169700000000002",inverno
591,2017-09-05,89,3,"44,72",10861,One Liners,2017-09-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,33,35,"920,85","0,0","812,1897","108,6603",3,Car Boots,15,Sportwear,Clothing,Clothing for Active Adults,Bar Åkeri,Norway,5,9,2017,Tuesday,8,"3803,1105000000002",inverno
592,2017-09-05,89,3,"44,72",10861,One Liners,2017-09-13,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,18,20,"476,6","0,0","420,3612","56,2388",8,Deuce shirt,7,Babywear,Clothing,0-3 Years,New Balls,Australia,5,9,2017,Tuesday,8,"1124,7759999999998",inverno
593,2015-08-06,89,3,"54,26",10269,One Liners,2015-08-07,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,72,20,"255,57","12,17","210,2976","45,2724",4,Rossi Shorts,14,Bath Clothes,Clothing,Beachwear,Ravenna Fashion,Italy,6,8,2015,Thursday,1,"893,278",inverno
594,2015-08-06,89,3,"54,26",10269,One Liners,2015-08-07,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,33,60,"1726,2","82,2","1420,416","305,784",3,Car Boots,15,Sportwear,Clothing,Clothing for Active Adults,Bar Åkeri,Norway,6,8,2015,Thursday,1,"18264,84",inverno
595,2016-10-14,89,3,"57,12",10596,One Liners,2016-10-22,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,75,30,"268,92","44,82","181,521","87,399",1,Bow tie,12,Mens Clothes,Clothing,Fashion for Men,Austerlich,Germany,14,10,2016,Friday,8,"2577,15",primavera
596,2016-10-14,89,3,"57,12",10596,One Liners,2016-10-22,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,56,5,"215,46","35,91","145,4355","70,0245",5,High Heels Shoes,26,Womens Footwear,Shoes,Ladies Shoes,Pirilli Company,Italy,14,10,2016,Friday,8,"314,2125",primavera
597,2016-10-14,89,3,"57,12",10596,One Liners,2016-10-22,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,63,24,"543,17","90,528","400,7124","142,4556",2,Serve-Shirt,7,Womens wear,Clothing,Fashion for Women,New Balls,Australia,14,10,2016,Friday,8,"3328,4064000000003",primavera
598,2015-06-15,89,3,"61,04",10469,One Liners,2015-06-24,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,16,35,"384,79","50,19","277,0488","107,7412",3,Wimbledon T-Shirt,7,Sportwear,Clothing,Clothing for Active Adults,New Balls,Australia,15,6,2015,Monday,9,"3720,752",outono
599,2015-06-15,89,3,"61,04",10469,One Liners,2015-06-24,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,2,40,"807,76","105,36","581,5872","226,1728",1,Mr X Trousers,1,Mens Clothes,Clothing,Fashion for Men,Sunny Clothes,UK,15,6,2015,Monday,9,"8941,552",outono
600,2015-06-15,89,3,"61,04",10469,One Liners,2015-06-24,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,44,2,"156,81","20,454","112,9061","43,9079",2,Okkaba Skin Jackets,20,Womens wear,Clothing,Fashion for Women,Asin Fashion Ltd Co,Singapore,15,6,2015,Monday,9,"67,36179999999999",outono
601,2017-05-29,89,3,"72,68",10904,One Liners,2017-06-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,62,35,"934,5","0,0","824,229","110,271",3,Sheat Shoes,29,Sportwear,Clothing,Clothing for Active Adults,Fast Runners,Canada,29,5,2017,Monday,18,"3859,485",outono
602,2017-05-29,89,3,"72,68",10904,One Liners,2017-06-16,Nirvana Stores,Seattle,USA,North America,98128.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,58,15,"670,35","0,0","591,2487","79,1013",8,Ga-Ga Dress,27,Babywear,Clothing,0-3 Years,Gal Export,France,29,5,2017,Monday,18,"1186,5194999999999",outono
603,2018-02-01,73,3,"30,83",10341,One Liners,2018-02-12, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,59,9,"85,59","11,1645","64,3075","21,287",3,Rasta WCT,28,Sportwear,Clothing,Clothing for Active Adults,FrisersAfrong,France,1,2,2018,Thursday,11,"180,4185",verão
604,2018-02-01,73,3,"30,83",10341,One Liners,2018-02-12, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,33,8,"211,6","0,0","182,8224","28,7776",3,Car Boots,15,Sportwear,Clothing,Clothing for Active Adults,Bar Åkeri,Norway,1,2,2018,Thursday,11,"230,2208",verão
605,2016-12-30,73,3,"32,96",10582,One Liners,2017-01-12, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,57,4,"70,64","0,0","57,2184","13,4216",5,Burned Rubber Shoes,26,Womens Footwear,Shoes,Ladies Shoes,Pirilli Company,Italy,30,12,2016,Friday,13,"53,6864",verão
606,2016-12-30,73,3,"32,96",10582,One Liners,2017-01-12, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,76,14,"5523,28","0,0","4473,8568","1049,4232",2,Minnki Pälsii,23,Womens wear,Clothing,Fashion for Women,Nordik Koskenkorva,Finland,30,12,2016,Friday,13,"14691,924799999999",verão
607,2016-12-18,73,3,"33,74",10669,One Liners,2016-12-31, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,36,30,"241,8","0,0","195,858","45,942",8,Mehmet-Tröja,17,Babywear,Clothing,0-3 Years,ABC,Sweden,18,12,2016,Sunday,13,"1378,26",primavera
608,2018-04-05,73,3,"36,49",10803,One Liners,2018-04-20, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,59,15,"130,1","6,195","100,359","29,736",3,Rasta WCT,28,Sportwear,Clothing,Clothing for Active Adults,FrisersAfrong,France,5,4,2018,Thursday,15,"439,845",outono
609,2018-04-05,73,3,"36,49",10803,One Liners,2018-04-20, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,19,24,"233,86","11,136","180,4032","53,4528",3,Squash Shorts,8,Sportwear,Clothing,Clothing for Active Adults,Hot Pants,UK,5,4,2018,Thursday,15,"1271,7312000000002",outono
610,2018-04-05,73,3,"36,49",10803,One Liners,2018-04-20, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,25,15,"223,18","10,6275","172,1655","51,012",3,Basket Vest,11,Sportwear,Clothing,Clothing for Active Adults,Der Bahnhof,Germany,5,4,2018,Thursday,15,"754,5525",outono
611,2017-05-22,73,3,"40,44",10892,One Liners,2017-06-06, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,59,40,"350,28","16,68","294,2352","56,0448",3,Rasta WCT,28,Sportwear,Clothing,Clothing for Active Adults,FrisersAfrong,France,22,5,2017,Monday,15,"2225,112",outono
612,2016-11-24,73,3,"42,65",10642,One Liners,2016-11-26, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,21,30,"381,24","63,54","257,337","123,903",3,Basket Shoes,8,Sportwear,Clothing,Clothing for Active Adults,Hot Pants,UK,24,11,2016,Thursday,2,"3653,55",primavera
613,2016-11-24,73,3,"42,65",10642,One Liners,2016-11-26, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,61,20,"643,92","107,32","434,646","209,274",3,Adihash Running Shoe,29,Sportwear,Clothing,Clothing for Active Adults,Fast Runners,Canada,24,11,2016,Thursday,2,"4078,1599999999994",primavera
614,2016-07-30,73,3,"49,41",10314,One Liners,2016-08-13, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,62,25,"864,33","78,575","678,888","185,437",3,Sheat Shoes,29,Sportwear,Clothing,Clothing for Active Adults,Fast Runners,Canada,30,7,2016,Saturday,14,"4557,35",inverno
615,2016-07-30,73,3,"49,41",10314,One Liners,2016-08-13, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,32,40,"874,72","79,52","687,0528","187,6672",4,Rossi Bikkini,14,Bath Clothes,Clothing,Beachwear,Ravenna Fashion,Italy,30,7,2016,Saturday,14,"7427,168",inverno
616,2016-07-30,73,3,"49,41",10314,One Liners,2016-08-13, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,58,30,"1451,01","131,91","1139,7024","311,3076",8,Ga-Ga Dress,27,Babywear,Clothing,0-3 Years,Gal Export,France,30,7,2016,Saturday,14,"9207,318",inverno
617,2017-03-17,73,3,"55,07",10775,One Liners,2017-03-18, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,10,6,"38,82","0,0","31,6551","7,1649",8,Sapporoo Gloves,4,Babywear,Clothing,0-3 Years,Nitsuchiba,Japan,17,3,2017,Friday,1,"42,9894",verão
618,2017-03-17,73,3,"55,07",10775,One Liners,2017-03-18, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,67,3,"171,03","0,0","138,5343","32,4957",2,X-Dress,16,Womens wear,Clothing,Fashion for Women,Smooth Clothes,USA,17,3,2017,Friday,1,"97,4871",verão
619,2017-11-19,73,3,"64,34",10889,One Liners,2017-11-27, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,11,40,"1041,6","0,0","918,6912","122,9088",1,Desperado Jeans,5,Mens Clothes,Clothing,Fashion for Men,Los Hombres Machos,Spain,19,11,2017,Sunday,8,"4916,352",primavera
620,2017-11-19,73,3,"64,34",10889,One Liners,2017-11-27, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,38,40,"3511,6","0,0","3097,2312","414,3688",2,Le Baby Dress,18,Womens wear,Clothing,Fashion for Women,Like Paradis,France,19,11,2017,Sunday,8,"16574,752",primavera
621,2017-08-16,73,3,"66,2",11074,One Liners,2017-08-29, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,16,14,"142,88","6,804","120,0226","22,8614",3,Wimbledon T-Shirt,7,Sportwear,Clothing,Clothing for Active Adults,New Balls,Australia,16,8,2017,Wednesday,13,"313,2556",inverno
622,2015-03-04,73,3,"67,63",10368,One Liners,2015-03-05, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,21,5,"57,92","5,265","45,4896","12,4254",3,Basket Shoes,8,Sportwear,Clothing,Clothing for Active Adults,Hot Pants,UK,4,3,2015,Wednesday,1,"56,861999999999995",verão
623,2015-03-04,73,3,"67,63",10368,One Liners,2015-03-05, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,57,25,"451,25","0,0","389,88","61,37",5,Burned Rubber Shoes,26,Womens Footwear,Shoes,Ladies Shoes,Pirilli Company,Italy,4,3,2015,Wednesday,1,"1534,25",verão
624,2015-03-04,73,3,"67,63",10368,One Liners,2015-03-05, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,28,13,"678,82","61,711","533,183","145,638",7,RDL Suit,12,Childrens wear,Clothing,3-15 Years,Austerlich,Germany,4,3,2015,Wednesday,1,"1831,583",verão
625,2015-03-04,73,3,"67,63",10368,One Liners,2015-03-05, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,64,35,"1245,09","113,19","977,9616","267,1284",5,WFS shoes,12,Womens Footwear,Shoes,Ladies Shoes,Austerlich,Germany,4,3,2015,Wednesday,1,"9236,304",verão
626,2015-09-07,73,3,"70,9",10556,One Liners,2015-09-29, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,72,24,"281,28","0,0","227,8368","53,4432",4,Rossi Shorts,14,Bath Clothes,Clothing,Beachwear,Ravenna Fashion,Italy,7,9,2015,Monday,22,"1282,6368",inverno
627,2017-07-20,73,3,"73,49",11023,One Liners,2017-08-03, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,43,30,"357,3","0,0","315,1386","42,1614",4,Summer Shorts,20,Bath Clothes,Clothing,Beachwear,Asin Fashion Ltd Co,Singapore,20,7,2017,Thursday,14,"1264,842",inverno
628,2017-07-20,73,3,"73,49",11023,One Liners,2017-08-03, Vite,Copenhagen,Denmark,Europe,1734.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,7,4,"161,2","0,0","142,1784","19,0216",7,Conserve Shoes,3,Childrens wear,Clothing,3-15 Years,Dressed for Succes,USA,20,7,2017,Thursday,14,"76,0864",inverno
629,2016-09-28,21,3,"45,26",10581,One Liners,2016-10-11,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,75,50,"467,4","77,9","315,495","151,905",1,Bow tie,12,Mens Clothes,Clothing,Fashion for Men,Austerlich,Germany,28,9,2016,Wednesday,13,"7517,35",primavera
630,2017-01-01,21,3,"67,71",10650,One Liners,2017-01-15,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,30,30,"825,3","0,0","668,493","156,807",8,Baby Dark Lounge Suit,13,Babywear,Clothing,0-3 Years,Executive Clothing GMBH,Germany,1,1,2017,Sunday,14,"4704,21",verão
631,2017-01-01,21,3,"67,71",10650,One Liners,2017-01-15,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,53,25,"1635,38","77,875","1261,575","373,8",2,Jumpin Jack Flash Dress,24,Womens wear,Clothing,Fashion for Women,Cangaroo Shoes,Australia,1,1,2017,Sunday,14,"9267,125",verão
632,2017-01-01,21,3,"67,71",10650,One Liners,2017-01-15,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,54,30,"1060,5","0,0","859,005","201,495",3,Patamonia Fleece Jacket,25,Sportwear,Clothing,Clothing for Active Adults,Mountain International,Canada,1,1,2017,Sunday,14,"6044,85",verão
633,2015-04-19,21,3,"73,13",10414,One Liners,2015-04-27,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,19,18,"166,32","7,92","131,1552","35,1648",3,Squash Shorts,8,Sportwear,Clothing,Clothing for Active Adults,Hot Pants,UK,19,4,2015,Sunday,8,"625,0464000000001",outono
634,2015-04-19,21,3,"73,13",10414,One Liners,2015-04-27,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,33,50,"1290,5","0,0","1107,4765","183,0235",3,Car Boots,15,Sportwear,Clothing,Clothing for Active Adults,Bar Åkeri,Norway,19,4,2015,Sunday,8,"9151,175000000001",outono
635,2017-02-02,21,3,"73,38",10725,One Liners,2017-02-13,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,41,12,"123,36","0,0","99,9216","23,4384",8,Duck Shirt,19,Babywear,Clothing,0-3 Years,Mayflower,USA,2,2,2017,Thursday,11,"281,2608",verão
636,2017-02-02,21,3,"73,38",10725,One Liners,2017-02-13,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,55,6,"249,6","0,0","202,176","47,424",3,Feiss Fleece Trousers,25,Sportwear,Clothing,Clothing for Active Adults,Mountain International,Canada,2,2,2017,Thursday,11,"284,544",verão
637,2017-02-02,21,3,"73,38",10725,One Liners,2017-02-13,Cloe do Pau,Sao Paulo,Brazil,South America,,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,52,4,"290,84","0,0","235,5804","55,2596",5,Small Crocodile Boots,24,Womens Footwear,Shoes,Ladies Shoes,Cangaroo Shoes,Australia,2,2,2017,Thursday,11,"221,0384",verão
638,2017-03-13,2,3,"24,44",10625,One Liners,2017-03-19,La Tienda de la Esquina,Mexico City,Mexico,North America,5021.0,102.0,Rob Carsson,M,2012-10-01,1,Fletcher G. Mason,Sales Representative,193000,360000.0,60,10,"48,7","0,0","39,447","9,253",3,Game Over T-Shirt,28,Sportwear,Clothing,Clothing for Active Adults,FrisersAfrong,France,13,3,2017,Monday,6,"92,53",verão
